text	lemma	ending	clitic	partofspeech	form	prob	freq
sõitnud	sõitnud	d		A	pl n	0.0	0
veerus	veerg	s		S	sg in	1.0	13
veerus	veer	s		S	sg in	0.0	0
galahad	Galahad	0		H	sg n	1.0	13
galahad	Galaha	d		H	pl n	0.0	0
saadetud	saadetud	0		A		0.6923	9
saadetud	saatma	tud		V	tud	0.3077	4
saadetud	saadetud	0		A	sg n	0.0	0
saadetud	saadetud	d		A	pl n	0.0	0
otsustanud	otsustama	nud		V	nud	1.0	13
otsustanud	otsustanud	d		A	pl n	0.0	0
otsustanud	otsustanud	0		A	sg n	0.0	0
otsustanud	otsustanud	0		A		0.0	0
liikunud	liikuma	nud		V	nud	0.6923	9
liikunud	liikunud	0		A		0.3077	4
liikunud	liikunud	d		A	pl n	0.0	0
liikunud	liikunud	0		A	sg n	0.0	0
loo	lugu	0		S	sg g	1.0	13
loo	lood	0		S	sg g	0.0	0
loo	loog	0		S	sg g	0.0	0
kirjutanud	kirjutama	nud		V	nud	0.9231	12
kirjutanud	kirjutanud	0		A		0.0769	1
kirjutanud	kirjutanud	0		A	sg n	0.0	0
kirjutanud	kirjutanud	d		A	pl n	0.0	0
sõlmitud	sõlmitud	0		A		0.75	9
sõlmitud	sõlmima	tud		V	tud	0.25	3
sõlmitud	sõlmitud	0		A	sg n	0.0	0
sõlmitud	sõlmitud	d		A	pl n	0.0	0
täheldatud	täheldama	tud		V	tud	1.0	12
täheldatud	täheldatud	0		A		0.0	0
täheldatud	täheldatud	0		A	sg n	0.0	0
täheldatud	täheldatud	d		A	pl n	0.0	0
liivamägi	Liivamägi	0		H	sg n	1.0	12
uurinud	uurima	nud		V	nud	0.75	9
uurinud	uurinud	0		A		0.25	3
uurinud	uurinud	d		A	pl n	0.0	0
uurinud	uurinud	0		A	sg n	0.0	0
kohas	koht	s		S	sg in	1.0	12
kohas	koha	s		S	sg in	0.0	0
phillipsi	Phillips	0		H	sg g	1.0	12
phillipsi	Phillipsi	0		H	sg g	0.0	0
asunud	asuma	nud		V	nud	0.75	9
asunud	asunud	0		A		0.25	3
asunud	asunud	d		A	pl n	0.0	0
asunud	asunud	0		A	sg n	0.0	0
jäetud	jäetud	0		A		0.5833	7
jäetud	jätma	tud		V	tud	0.4167	5
jäetud	jäetud	d		A	pl n	0.0	0
jäetud	jäetud	0		A	sg n	0.0	0
liiduga	Liit	ga		H	sg kom	1.0	12
liiduga	Liidu	ga		H	sg kom	0.0	0
liiduga	Liidud	ga		H	sg kom	0.0	0
põhjustatud	põhjustama	tud		V	tud	0.5	6
põhjustatud	põhjustatud	0		A		0.5	6
põhjustatud	põhjustatud	d		A	pl n	0.0	0
põhjustatud	põhjustatud	0		A	sg n	0.0	0
peidetud	peidetud	0		A		0.5	6
peidetud	peitma	tud		V	tud	0.5	6
peidetud	peidetud	0		A	sg n	0.0	0
peidetud	peidetud	d		A	pl n	0.0	0
kohale	koht	le		S	sg all	1.0	12
kohale	koha	le		S	sg all	0.0	0
alust	alus	t		S	sg p	1.0	11
alust	alune	t		S	sg p	0.0	0
näidatud	näitama	tud		V	tud	0.8182	9
näidatud	näidatud	0		A		0.1818	2
näidatud	näidatud	0		A	sg n	0.0	0
näidatud	näidatud	d		A	pl n	0.0	0
täiskasvanud	täiskasvanud	0		A		0.9091	10
täiskasvanud	täiskasvanud	0		A	sg n	0.0909	1
täiskasvanud	täiskasvanud	d		A	pl n	0.0	0
lähetatud	lähetatud	0		A		0.8182	9
lähetatud	lähetama	tud		V	tud	0.1818	2
lähetatud	lähetatud	d		A	pl n	0.0	0
lähetatud	lähetatud	0		A	sg n	0.0	0
saatnud	saatma	nud		V	nud	1.0	11
saatnud	saatnud	0		A		0.0	0
saatnud	saatnud	0		A	sg n	0.0	0
saatnud	saatnud	d		A	pl n	0.0	0
püsinud	püsima	nud		V	nud	0.5455	6
püsinud	püsinud	0		A		0.4545	5
püsinud	püsinud	0		A	sg n	0.0	0
püsinud	püsinud	d		A	pl n	0.0	0
kulud	kulu	d		S	pl n	1.0	11
kulud	kulg	d		S	pl n	0.0	0
peetri	Peeter	0		H	sg g	0.8182	9
peetri	Peetri	0		H	sg g	0.1818	2
ühed	üks	d		P	pl n	1.0	11
ühed	üks	d		N	pl n	0.0	0
oodatud	oodatud	0		A		0.7273	8
oodatud	ootama	tud		V	tud	0.2727	3
oodatud	oodatud	d		A	pl n	0.0	0
oodatud	oodatud	0		A	sg n	0.0	0
unustanud	unustama	nud		V	nud	1.0	11
unustanud	unustanud	d		A	pl n	0.0	0
unustanud	unustanud	0		A		0.0	0
unustanud	unustanud	0		A	sg n	0.0	0
valmistatud	valmistatud	0		A		0.8182	9
valmistatud	valmistatud	0		A	sg n	0.0909	1
valmistatud	valmistama	tud		V	tud	0.0909	1
valmistatud	valmistatud	d		A	pl n	0.0	0
rüütli	Rüütel	0		H	sg g	0.5455	6
rüütli	Rüütli	0		H	sg g	0.4545	5
kahju	kahju	0		S	sg p	1.0	11
kahju	kahi	0		S	sg p	0.0	0
muudetud	muudetud	0		A		0.8182	9
muudetud	muutma	tud		V	tud	0.1818	2
muudetud	muudetud	0		A	sg n	0.0	0
muudetud	muudetud	d		A	pl n	0.0	0
öeldud	ütlema	dud		V	tud	0.9091	10
öeldud	öeldud	0		A		0.0909	1
öeldud	öeldud	d		A	pl n	0.0	0
öeldud	öeldud	0		A	sg n	0.0	0
tekitanud	tekitama	nud		V	nud	0.9091	10
tekitanud	tekitanud	0		A		0.0909	1
tekitanud	tekitanud	d		A	pl n	0.0	0
tekitanud	tekitanud	0		A	sg n	0.0	0
ida-euroopa	Ida-Euroopa	0		H	sg g	1.0	11
ida-euroopa	Ida-Euroobas	0		H	sg g	0.0	0
laaneots	Laaneots	0		H	sg n	1.0	10
transport	Transport	0		H	sg n	1.0	10
vaadanud	vaatama	nud		V	nud	0.9	9
vaadanud	vaadanud	0		A		0.1	1
vaadanud	vaadanud	d		A	pl n	0.0	0
vaadanud	vaadanud	0		A	sg n	0.0	0
ühegi	üks	0	gi	P	sg g	0.9	9
ühegi	üks	0	gi	N	sg g	0.1	1
maid	maa	id		S	pl p	0.8	8
maid	mai	d		S	sg p	0.2	2
väikest	väike	t		A	sg p	1.0	10
väikest	väikene	t		A	sg p	0.0	0
alustanud	alustama	nud		V	nud	0.6	6
alustanud	alustanud	0		A		0.4	4
alustanud	alustanud	d		A	pl n	0.0	0
alustanud	alustanud	0		A	sg n	0.0	0
saabunud	saabunud	0		A		0.6	6
saabunud	saabuma	nud		V	nud	0.4	4
saabunud	saabunud	0		A	sg n	0.0	0
saabunud	saabunud	d		A	pl n	0.0	0
õppinud	õppima	nud		V	nud	0.7	7
õppinud	õppinud	0		A		0.3	3
õppinud	õppinud	d		A	pl n	0.0	0
õppinud	õppinud	0		A	sg n	0.0	0
valminud	valminud	0		A		0.9	9
valminud	valmima	nud		V	nud	0.1	1
valminud	valminud	d		A	pl n	0.0	0
valminud	valminud	0		A	sg n	0.0	0
mainitud	mainitud	0		A		0.8	8
mainitud	mainima	tud		V	tud	0.2	2
mainitud	mainitud	d		A	pl n	0.0	0
mainitud	mainitud	0		A	sg n	0.0	0
lõpetanud	lõpetama	nud		V	nud	0.6	6
lõpetanud	lõpetanud	0		A		0.4	4
lõpetanud	lõpetanud	d		A	pl n	0.0	0
lõpetanud	lõpetanud	0		A	sg n	0.0	0
märganud	märkama	nud		V	nud	1.0	10
märganud	märganud	0		A	sg n	0.0	0
märganud	märganud	0		A		0.0	0
märganud	märganud	d		A	pl n	0.0	0
kogunenud	kogunenud	0		A		0.8	8
kogunenud	kogunema	nud		V	nud	0.2	2
kogunenud	kogunenud	d		A	pl n	0.0	0
kogunenud	kogunenud	0		A	sg n	0.0	0
gastroenteriidi	gastroenteriit	0		S	sg g	1.0	10
gastroenteriidi	gastroenteriid	0		S	sg g	0.0	0
järgnenud	järgnenud	0		A		0.6	6
järgnenud	järgnema	nud		V	nud	0.4	4
järgnenud	järgnenud	0		A	sg n	0.0	0
järgnenud	järgnenud	d		A	pl n	0.0	0
tegelenud	tegelema	nud		V	nud	0.7	7
tegelenud	tegelenud	0		A		0.3	3
tegelenud	tegelenud	0		A	sg n	0.0	0
tegelenud	tegelenud	d		A	pl n	0.0	0
ühendatud	ühendatud	0		A		0.6	6
ühendatud	ühendama	tud		V	tud	0.3	3
ühendatud	ühendatud	0		A	sg n	0.1	1
ühendatud	ühendatud	d		A	pl n	0.0	0
lepitud	leppima	tud		V	tud	1.0	10
lepitud	lepitud	0		A	sg n	0.0	0
lepitud	lepitud	0		A		0.0	0
lepitud	lepitud	d		A	pl n	0.0	0
lugenud	lugema	nud		V	nud	1.0	10
lugenud	lugenud	0		A	sg n	0.0	0
lugenud	lugenud	d		A	pl n	0.0	0
lugenud	lugenud	0		A		0.0	0
ekspress	Ekspress	0		H	sg n	1.0	10
avaldatud	avaldatud	0		A		1.0	10
avaldatud	avaldama	tud		V	tud	0.0	0
avaldatud	avaldatud	d		A	pl n	0.0	0
avaldatud	avaldatud	0		A	sg n	0.0	0
pakkunud	pakkuma	nud		V	nud	0.8	8
pakkunud	pakkunud	0		A		0.2	2
pakkunud	pakkunud	d		A	pl n	0.0	0
pakkunud	pakkunud	0		A	sg n	0.0	0
mail	mai	l		S	sg ad	1.0	9
mail	maa	il		S	pl ad	0.0	0
salvestatud	salvestatud	0		A		0.5556	5
salvestatud	salvestama	tud		V	tud	0.4444	4
salvestatud	salvestatud	0		A	sg n	0.0	0
salvestatud	salvestatud	d		A	pl n	0.0	0
seatud	seadma	tud		V	tud	0.6667	6
seatud	seatud	0		A		0.3333	3
seatud	seatud	d		A	pl n	0.0	0
seatud	seatud	0		A	sg n	0.0	0
kinnitatud	kinnitatud	0		A		0.6667	6
kinnitatud	kinnitama	tud		V	tud	0.3333	3
kinnitatud	kinnitatud	d		A	pl n	0.0	0
kinnitatud	kinnitatud	0		A	sg n	0.0	0
avastatud	avastatud	0		A		0.4444	4
avastatud	avastama	tud		V	tud	0.4444	4
avastatud	avastatud	0		A	sg n	0.1111	1
avastatud	avastatud	d		A	pl n	0.0	0
ostnud	ostma	nud		V	nud	1.0	9
ostnud	ostnud	d		A	pl n	0.0	0
ostnud	ostnud	0		A	sg n	0.0	0
ostnud	ostnud	0		A		0.0	0
teiseks	teine	ks		O	sg tr	0.6667	6
teiseks	teine	ks		P	sg tr	0.3333	3
kindlustatud	kindlustama	tud		V	tud	0.5556	5
kindlustatud	kindlustatud	0		A		0.4444	4
kindlustatud	kindlustatud	d		A	pl n	0.0	0
kindlustatud	kindlustatud	0		A	sg n	0.0	0
integreeritud	integreerima	tud		V	tud	0.6667	6
integreeritud	integreeritud	0		A		0.3333	3
integreeritud	integreeritud	0		A	sg n	0.0	0
integreeritud	integreeritud	d		A	pl n	0.0	0
välistatud	välistama	tud		V	tud	0.8889	8
välistatud	välistatud	0		A		0.1111	1
välistatud	välistatud	0		A	sg n	0.0	0
välistatud	välistatud	d		A	pl n	0.0	0
avaldanud	avaldama	nud		V	nud	1.0	9
avaldanud	avaldanud	0		A	sg n	0.0	0
avaldanud	avaldanud	0		A		0.0	0
avaldanud	avaldanud	d		A	pl n	0.0	0
teisedki	teine	d	ki	P	pl n	1.0	9
teisedki	teine	d	ki	O	pl n	0.0	0
teisigi	teine	0	gi	P	pl p	1.0	9
teisigi	teine	0	gi	O	pl p	0.0	0
jagatud	jagama	tud		V	tud	0.7778	7
jagatud	jagatud	0		A		0.2222	2
jagatud	jagatud	d		A	pl n	0.0	0
jagatud	jagatud	0		A	sg n	0.0	0
väsinud	väsinud	0		A		0.5556	5
väsinud	väsinud	0		A	sg n	0.2222	2
väsinud	väsima	nud		V	nud	0.2222	2
väsinud	väsinud	d		A	pl n	0.0	0
lõid	looma	id		V	sid	0.7778	7
lõid	lööma	id		V	sid	0.2222	2
püütud	püüdma	tud		V	tud	1.0	9
püütud	püütud	0		A		0.0	0
püütud	püütud	0		A	sg n	0.0	0
püütud	püütud	d		A	pl n	0.0	0
üllatunud	üllatunud	0		A		0.5556	5
üllatunud	üllatuma	nud		V	nud	0.4444	4
üllatunud	üllatunud	d		A	pl n	0.0	0
üllatunud	üllatunud	0		A	sg n	0.0	0
väikesed	väike	d		A	pl n	1.0	9
väikesed	väikene	d		A	pl n	0.0	0
toodetud	toodetud	0		A		0.7778	7
toodetud	tootma	tud		V	tud	0.2222	2
toodetud	toodetud	d		A	pl n	0.0	0
toodetud	toodetud	0		A	sg n	0.0	0
kogenud	kogenud	0		A		0.6667	6
kogenud	kogema	nud		V	nud	0.3333	3
kogenud	kogenud	d		A	pl n	0.0	0
kogenud	kogenud	0		A	sg n	0.0	0
teistelt	teine	telt		P	pl abl	1.0	8
teistelt	teine	telt		O	pl abl	0.0	0
asutatud	asutatud	0		A		1.0	8
asutatud	asutatud	d		A	pl n	0.0	0
asutatud	asutatud	0		A	sg n	0.0	0
asutatud	asutama	tud		V	tud	0.0	0
viibinud	viibima	nud		V	nud	0.5	4
viibinud	viibinud	0		A		0.5	4
viibinud	viibinud	d		A	pl n	0.0	0
viibinud	viibinud	0		A	sg n	0.0	0
rääkinud	rääkima	nud		V	nud	1.0	8
rääkinud	rääkinud	0		A	sg n	0.0	0
rääkinud	rääkinud	0		A		0.0	0
rääkinud	rääkinud	d		A	pl n	0.0	0
lääne-euroopa	Lääne-Euroopa	0		H	sg g	1.0	8
lääne-euroopa	Lääne-Euroobas	0		H	sg g	0.0	0
haritud	haritud	0		A		1.0	8
haritud	haritud	0		A	sg n	0.0	0
haritud	haritud	d		A	pl n	0.0	0
haritud	harima	tud		V	tud	0.0	0
tõestanud	tõestama	nud		V	nud	1.0	8
tõestanud	tõestanud	0		A		0.0	0
tõestanud	tõestanud	d		A	pl n	0.0	0
tõestanud	tõestanud	0		A	sg n	0.0	0
edastatud	edastatud	0		A		0.875	7
edastatud	edastama	tud		V	tud	0.125	1
edastatud	edastatud	d		A	pl n	0.0	0
edastatud	edastatud	0		A	sg n	0.0	0
laari	Laar	0		H	sg g	1.0	8
laari	Laari	0		H	sg g	0.0	0
tõmmatud	tõmbama	tud		V	tud	0.5	4
tõmmatud	tõmmatud	0		A		0.5	4
tõmmatud	tõmmatud	d		A	pl n	0.0	0
tõmmatud	tõmmatud	0		A	sg n	0.0	0
talve	talv	0		S	sg p	0.625	5
talve	talv	0		S	sg g	0.375	3
talve	tali	0		S	sg p	0.0	0
talve	tali	0		S	sg g	0.0	0
pelisaar	Pelisaar	0		H	sg n	1.0	8
relvastatud	relvastatud	0		A		1.0	8
relvastatud	relvastatud	0		A	sg n	0.0	0
relvastatud	relvastama	tud		V	tud	0.0	0
relvastatud	relvastatud	d		A	pl n	0.0	0
võitnud	võitma	nud		V	nud	0.75	6
võitnud	võitnud	0		A		0.25	2
võitnud	võitnud	0		A	sg n	0.0	0
võitnud	võitnud	d		A	pl n	0.0	0
põhjamaade	Põhjamaa	de		H	pl g	1.0	8
põhjamaade	Põhjamaade	0		H	sg g	0.0	0
isamaa	Isamaa	0		H	sg g	1.0	8
toolboxi	ToolBox	0		H	sg g	1.0	8
toolboxi	ToolBoxi	0		H	sg g	0.0	0
süvenenud	süvenema	nud		V	nud	0.75	6
süvenenud	süvenenud	0		A		0.25	2
süvenenud	süvenenud	d		A	pl n	0.0	0
süvenenud	süvenenud	0		A	sg n	0.0	0
aetud	ajama	tud		V	tud	0.875	7
aetud	aetud	0		A		0.125	1
aetud	aetud	0		A	sg n	0.0	0
aetud	aetud	d		A	pl n	0.0	0
algatatud	algatatud	0		A		0.875	7
algatatud	algatama	tud		V	tud	0.125	1
algatatud	algatatud	0		A	sg n	0.0	0
algatatud	algatatud	d		A	pl n	0.0	0
soost	sugu	st		S	sg el	1.0	8
soost	soo	st		S	sg el	0.0	0
filmsi	Films	0		H	sg g	1.0	8
filmsi	Filmss	0		H	sg g	0.0	0
filmsi	Filmsi	0		H	sg g	0.0	0
loonud	looma	nud		V	nud	0.875	7
loonud	loonud	0		A		0.125	1
loonud	loonud	d		A	pl n	0.0	0
loonud	loonud	0		A	sg n	0.0	0
lasknud	laskma	nud		V	nud	1.0	8
lasknud	lasknud	d		A	pl n	0.0	0
lasknud	lasknud	0		A		0.0	0
lasknud	lasknud	0		A	sg n	0.0	0
kuusmann	Kuusmann	0		H	sg n	1.0	8
lisandunud	lisanduma	nud		V	nud	0.75	6
lisandunud	lisandunud	0		A		0.25	2
lisandunud	lisandunud	d		A	pl n	0.0	0
lisandunud	lisandunud	0		A	sg n	0.0	0
tõe	tõde	0		S	sg g	1.0	8
tõe	tõsi	0		S	sg g	0.0	0
poja	poeg	0		S	sg g	1.0	8
poja	poja	0		S	sg g	0.0	0
planeeritud	planeerima	tud		V	tud	0.625	5
planeeritud	planeeritud	0		A		0.25	2
planeeritud	planeeritud	0		A	sg n	0.125	1
planeeritud	planeeritud	d		A	pl n	0.0	0
tõstetud	tõstma	tud		V	tud	1.0	8
tõstetud	tõstetud	d		A	pl n	0.0	0
tõstetud	tõstetud	0		A	sg n	0.0	0
tõstetud	tõstetud	0		A		0.0	0
võinud	võima	nud		V	nud	1.0	8
võinud	võinud	0		A	sg n	0.0	0
võinud	võinud	d		A	pl n	0.0	0
võinud	võinud	0		A		0.0	0
pühendatud	pühendama	tud		V	tud	0.625	5
pühendatud	pühendatud	0		A		0.375	3
pühendatud	pühendatud	0		A	sg n	0.0	0
pühendatud	pühendatud	d		A	pl n	0.0	0
metsamaa	Metsamaa	0		H	sg n	1.0	8
ida-virumaa	Ida-Virumaa	0		H	sg g	1.0	8
kohast	koht	st		S	sg el	1.0	8
kohast	koha	st		S	sg el	0.0	0
sfinkteri	sfinkter	0		S	sg g	1.0	8
sfinkteri	sfinkteri	0		S	sg g	0.0	0
tegutsenud	tegutsema	nud		V	nud	0.5	4
tegutsenud	tegutsenud	0		A		0.5	4
tegutsenud	tegutsenud	d		A	pl n	0.0	0
tegutsenud	tegutsenud	0		A	sg n	0.0	0
küllastatud	küllastatud	0		A		1.0	7
küllastatud	küllastatud	d		A	pl n	0.0	0
küllastatud	küllastama	tud		V	tud	0.0	0
küllastatud	küllastatud	0		A	sg n	0.0	0
tallinna-tartu	Tallinna-Tartu	0		H	sg g	1.0	7
tallinna-tartu	Tallinna-Tartud	0		H	sg g	0.0	0
kasutanud	kasutama	nud		V	nud	0.8571	6
kasutanud	kasutanud	0		A		0.1429	1
kasutanud	kasutanud	d		A	pl n	0.0	0
kasutanud	kasutanud	0		A	sg n	0.0	0
tagatud	tagama	tud		V	tud	0.8571	6
tagatud	tagatud	0		A		0.1429	1
tagatud	tagatud	d		A	pl n	0.0	0
tagatud	tagatud	0		A	sg n	0.0	0
pojad	poeg	d		S	pl n	1.0	7
pojad	poja	d		S	pl n	0.0	0
tappis	tapma	is		V	s	1.0	7
tappis	tappima	s		V	s	0.0	0
arvanud	arvama	nud		V	nud	1.0	7
arvanud	arvanud	0		A	sg n	0.0	0
arvanud	arvanud	0		A		0.0	0
arvanud	arvanud	d		A	pl n	0.0	0
kulunud	kulunud	0		A		0.5714	4
kulunud	kuluma	nud		V	nud	0.4286	3
kulunud	kulunud	0		A	sg n	0.0	0
kulunud	kulunud	d		A	pl n	0.0	0
pääsenud	pääsema	nud		V	nud	0.5714	4
pääsenud	pääsenud	0		A		0.4286	3
pääsenud	pääsenud	d		A	pl n	0.0	0
pääsenud	pääsenud	0		A	sg n	0.0	0
märgitud	märkima	tud		V	tud	0.7143	5
märgitud	märgitud	0		A		0.2857	2
märgitud	märgitud	d		A	pl n	0.0	0
märgitud	märgitud	0		A	sg n	0.0	0
mais	mai	s		S	sg in	1.0	7
mais	maa	is		S	pl in	0.0	0
leppinud	leppima	nud		V	nud	1.0	7
leppinud	leppinud	0		A		0.0	0
leppinud	leppinud	d		A	pl n	0.0	0
leppinud	leppinud	0		A	sg n	0.0	0
täidetud	täitma	tud		V	tud	1.0	7
täidetud	täidetud	0		A	sg n	0.0	0
täidetud	täidetud	d		A	pl n	0.0	0
täidetud	täidetud	0		A		0.0	0
pilku	pilk	0		S	sg p	0.8571	6
pilku	pilk	u		S	pl p	0.1429	1
seadnud	seadma	nud		V	nud	1.0	7
seadnud	seadnud	d		A	pl n	0.0	0
seadnud	seadnud	0		A	sg n	0.0	0
seadnud	seadnud	0		A		0.0	0
hoidnud	hoidma	nud		V	nud	1.0	7
hoidnud	hoidnud	d		A	pl n	0.0	0
hoidnud	hoidnud	0		A	sg n	0.0	0
hoidnud	hoidnud	0		A		0.0	0
aidanud	aitama	nud		V	nud	1.0	7
aidanud	aidanud	0		A	sg n	0.0	0
aidanud	aidanud	d		A	pl n	0.0	0
aidanud	aidanud	0		A		0.0	0
väike-munamäe	Väike-Munamägi	0		H	sg g	1.0	7
väike-munamäe	Väike-Munamäe	0		H	sg g	0.0	0
lääne	Lääs	0		H	sg g	0.8571	6
lääne	Lääne	0		H	sg g	0.1429	1
kegeli	Kegel	0		H	sg g	1.0	7
kegeli	Kegeli	0		H	sg g	0.0	0
mõjutanud	mõjutama	nud		V	nud	1.0	7
mõjutanud	mõjutanud	0		A	sg n	0.0	0
mõjutanud	mõjutanud	0		A		0.0	0
mõjutanud	mõjutanud	d		A	pl n	0.0	0
üheski	üks	s	ki	P	sg in	1.0	7
üheski	üks	s	ki	N	sg in	0.0	0
mõõdukad	Mõõdukas	d		H	pl n	1.0	7
mõõdukad	Mõõduka	d		H	pl n	0.0	0
mõõdukad	Mõõdukad	0		H	sg n	0.0	0
kantud	kandma	tud		V	tud	0.8571	6
kantud	kantud	0		A		0.1429	1
kantud	kantud	0		A	sg n	0.0	0
kantud	kantud	d		A	pl n	0.0	0
hakatud	hakkama	tud		V	tud	1.0	7
hakatud	hakatud	d		A	pl n	0.0	0
hakatud	hakatud	0		A		0.0	0
hakatud	hakatud	0		A	sg n	0.0	0
väljunud	väljuma	nud		V	nud	1.0	7
väljunud	väljunud	0		A	sg n	0.0	0
väljunud	väljunud	0		A		0.0	0
väljunud	väljunud	d		A	pl n	0.0	0
toimel	toime	l		S	sg ad	1.0	7
toimel	toim	l		S	sg ad	0.0	0
saavutatud	saavutama	tud		V	tud	0.5714	4
saavutatud	saavutatud	0		A		0.4286	3
saavutatud	saavutatud	d		A	pl n	0.0	0
saavutatud	saavutatud	0		A	sg n	0.0	0
kutsutud	kutsuma	tud		V	tud	0.7143	5
kutsutud	kutsutud	0		A		0.2857	2
kutsutud	kutsutud	d		A	pl n	0.0	0
kutsutud	kutsutud	0		A	sg n	0.0	0
nõudnud	nõudma	nud		V	nud	1.0	7
nõudnud	nõudnud	0		A	sg n	0.0	0
nõudnud	nõudnud	0		A		0.0	0
nõudnud	nõudnud	d		A	pl n	0.0	0
kuulunud	kuulunud	0		A		0.7143	5
kuulunud	kuuluma	nud		V	nud	0.2857	2
kuulunud	kuulunud	0		A	sg n	0.0	0
kuulunud	kuulunud	d		A	pl n	0.0	0
haaratud	haarama	tud		V	tud	0.8571	6
haaratud	haaratud	0		A		0.1429	1
haaratud	haaratud	0		A	sg n	0.0	0
haaratud	haaratud	d		A	pl n	0.0	0
koondunud	koonduma	nud		V	nud	0.7143	5
koondunud	koondunud	0		A		0.2857	2
koondunud	koondunud	d		A	pl n	0.0	0
koondunud	koondunud	0		A	sg n	0.0	0
lihtsustatud	lihtsustatud	0		A		1.0	6
lihtsustatud	lihtsustatud	d		A	pl n	0.0	0
lihtsustatud	lihtsustama	tud		V	tud	0.0	0
lihtsustatud	lihtsustatud	0		A	sg n	0.0	0
nõukogu	Nõukogu	0		H	sg g	1.0	6
mulla	muld	0		S	sg g	1.0	6
mulla	mulla	0		S	sg g	0.0	0
meelestatud	meelestama	tud		V	tud	0.5	3
meelestatud	meelestatud	0		A		0.5	3
meelestatud	meelestatud	0		A	sg n	0.0	0
meelestatud	meelestatud	d		A	pl n	0.0	0
mustpeade	Mustpea	de		H	pl g	1.0	6
mustpeade	Mustpeade	0		H	sg g	0.0	0
kutsunud	kutsunud	0		A		0.5	3
kutsunud	kutsuma	nud		V	nud	0.5	3
kutsunud	kutsunud	0		A	sg n	0.0	0
kutsunud	kutsunud	d		A	pl n	0.0	0
kaevata	kaebama	ta		V	da	0.8333	5
kaevata	kaevama	ta		V	da	0.1667	1
naasnud	naasma	nud		V	nud	0.6667	4
naasnud	naasnud	0		A		0.3333	2
naasnud	naasnud	d		A	pl n	0.0	0
naasnud	naasnud	0		A	sg n	0.0	0
oorti	Oort	0		H	sg g	1.0	6
oorti	Oorti	0		H	sg g	0.0	0
tekitatud	tekitatud	0		A		0.8333	5
tekitatud	tekitama	tud		V	tud	0.1667	1
tekitatud	tekitatud	0		A	sg n	0.0	0
tekitatud	tekitatud	d		A	pl n	0.0	0
talletatud	talletatud	0		A		1.0	6
talletatud	talletatud	0		A	sg n	0.0	0
talletatud	talletatud	d		A	pl n	0.0	0
talletatud	talletama	tud		V	tud	0.0	0
istunud	istunud	0		A		0.5	3
istunud	istuma	nud		V	nud	0.5	3
istunud	istunud	0		A	sg n	0.0	0
istunud	istunud	d		A	pl n	0.0	0
varjatud	varjatud	0		A		0.6667	4
varjatud	varjama	tud		V	tud	0.3333	2
varjatud	varjatud	d		A	pl n	0.0	0
varjatud	varjatud	0		A	sg n	0.0	0
korraldanud	korraldama	nud		V	nud	1.0	6
korraldanud	korraldanud	0		A	sg n	0.0	0
korraldanud	korraldanud	0		A		0.0	0
korraldanud	korraldanud	d		A	pl n	0.0	0
komisjoni	Komisjon	0		H	sg g	1.0	6
laud	laud	0		S	sg n	1.0	6
laud	laug	d		S	pl n	0.0	0
asetatud	asetama	tud		V	tud	0.6667	4
asetatud	asetatud	0		A		0.3333	2
asetatud	asetatud	0		A	sg n	0.0	0
asetatud	asetatud	d		A	pl n	0.0	0
dubleeritud	dubleeritud	0		A		1.0	6
dubleeritud	dubleeritud	d		A	pl n	0.0	0
dubleeritud	dubleerima	tud		V	tud	0.0	0
dubleeritud	dubleeritud	0		A	sg n	0.0	0
lääne-tallinna	Lääne-Tallinn	0		H	sg g	1.0	6
mõõdetud	mõõtma	tud		V	tud	0.6667	4
mõõdetud	mõõdetud	0		A		0.3333	2
mõõdetud	mõõdetud	0		A	sg n	0.0	0
mõõdetud	mõõdetud	d		A	pl n	0.0	0
puutunud	puutuma	nud		V	nud	0.8333	5
puutunud	puutunud	0		A		0.1667	1
puutunud	puutunud	0		A	sg n	0.0	0
puutunud	puutunud	d		A	pl n	0.0	0
toimega	toime	ga		S	sg kom	1.0	6
toimega	toim	ga		S	sg kom	0.0	0
viigimaa	Viigimaa	0		H	sg n	1.0	6
aluse	alus	0		S	sg g	1.0	6
aluse	alune	0		S	sg g	0.0	0
mansoni	Manson	0		H	sg g	1.0	6
mansoni	Mansoni	0		H	sg g	0.0	0
puude	puu	de		S	pl g	1.0	6
puude	puue	0		S	sg g	0.0	0
fikseeritud	fikseeritud	0		A		1.0	6
fikseeritud	fikseeritud	d		A	pl n	0.0	0
fikseeritud	fikseerima	tud		V	tud	0.0	0
fikseeritud	fikseeritud	0		A	sg n	0.0	0
kinnitanud	kinnitama	nud		V	nud	1.0	6
kinnitanud	kinnitanud	0		A	sg n	0.0	0
kinnitanud	kinnitanud	0		A		0.0	0
kinnitanud	kinnitanud	d		A	pl n	0.0	0
nesiritiidi	nesiritiid	0		S	sg g	1.0	6
nesiritiidi	nesiritiit	0		S	sg g	0.0	0
ühinenud	ühinenud	0		A		0.6667	4
ühinenud	ühinema	nud		V	nud	0.3333	2
ühinenud	ühinenud	d		A	pl n	0.0	0
ühinenud	ühinenud	0		A	sg n	0.0	0
lahkunud	lahkuma	nud		V	nud	0.6667	4
lahkunud	lahkunud	0		A		0.3333	2
lahkunud	lahkunud	0		A	sg n	0.0	0
